25	100
0	1
0	4
0	5
0	8
0	9
0	11
0	14
0	15
0	16
0	18
1	2
1	7
1	10
1	11
1	14
1	15
1	16
1	24
2	5
2	7
2	14
2	15
2	18
2	19
2	22
3	4
3	18
3	19
3	20
3	22
3	24
4	8
4	15
4	17
4	20
4	21
5	6
5	9
5	10
5	11
5	14
5	15
5	18
5	19
5	23
6	7
6	9
6	11
6	13
6	16
6	21
7	9
7	10
7	14
7	21
7	22
8	9
8	14
8	17
8	18
9	11
9	15
9	18
9	23
10	14
10	22
11	13
11	16
11	17
11	22
12	14
12	15
12	17
12	18
12	22
12	23
12	24
13	16
13	23
14	16
14	18
14	20
15	16
15	24
16	17
16	18
16	21
17	20
18	19
18	20
18	21
18	23
19	21
19	22
19	23
19	24
20	22
21	23
21	24
23	24
